title,start,end,location,description,event_type,source_file
Termin beim Tierarzt,2023-02-08 08:00:00+00:00,2023-02-08 09:00:00+00:00,"Tierarztpraxis Dr Boeck
Schneeglöckchenstraße 9, 80995 München, Deutschland",,personal,calendar_personal.ics
กลับไทย,2025-08-26 20:30:00+00:00,2025-08-26 21:30:00+00:00,,,personal,calendar_personal.ics
Hauslektüres Besprechung,2018-04-19 09:00:00+00:00,2018-04-19 10:00:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-05-26 12:00:00+00:00,2025-05-26 13:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Makeup,2023-09-23 10:00:00+00:00,2023-09-23 12:45:00+00:00,Photopia,,personal,calendar_personal.ics
Termin bei Herr Dr. med. Anmin Shen,2023-04-11 06:00:00+00:00,2023-04-11 06:20:00+00:00,"Peschelanger 11, 81735 München","MVZ Bogenhausen

Zugangsinformationen:
* In Stock 3.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/n7f6GYkD

Über Doctolib",personal,calendar_personal.ics
Vorstellungsgespräch,2025-12-18 12:00:00+00:00,2025-12-18 12:15:00+00:00,,,personal,calendar_personal.ics
เรียนชด Georg,2020-02-25 09:00:00+00:00,2020-02-25 11:00:00+00:00,,,personal,calendar_personal.ics
Mid-term Econ II,2018-03-06 01:30:00+00:00,2018-03-06 03:30:00+00:00,,,personal,calendar_personal.ics
102: Abschlusspräsentation,2025-01-11 08:00:00+00:00,2025-01-11 09:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Herr Dr. med. Gregor Dunkel,2024-08-05 07:30:00+00:00,2024-08-05 07:50:00+00:00,"Sendlinger-Tor-Platz 7, 80336 München","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Kein barrierefreier Zugang

Sonstige Informationen:
* Psychotherapie 2 OG
* Allgemeinmedizin/ Neurologie 4 0G
* Psychiater 6 OG 
* 
* Eingang Pettenkoferstraße der Eingang befindet sich direkt neben der Marienapotheke.
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/n9m3tYQR

Über Doctolib",personal,calendar_personal.ics
นัดหมอ Depression Praxis Dr. Medwed,2022-02-17 08:45:00+00:00,2022-02-17 09:45:00+00:00,"Ostendstraße 69
Stuttgart, Deutschland",,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-10-13 07:00:00+00:00,2025-10-13 08:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
